"Country Name,Country Code,Classification Name,Classification Code,Time,Time Code,Affordability of a healthy diet: ratio of cost to food expenditures [CoHD_fexp],Affordability of a healthy diet: ratio of cost to the food poverty line [CoHD_pov],Affordability of a nutrient adequate diet: ratio of cost to food expenditures [CoNA_fexp],Affordability of a nutrient adequate diet: ratio of cost to the food poverty line [CoNA_pov],Affordability of an energy sufficient diet: ratio of cost to food expenditures [CoCA_fexp],Affordability of an energy sufficient diet: ratio of cost to the food poverty line [CoCA_pov],Cost of a healthy diet [CoHD],Cost of a healthy diet relative to the cost of sufficient energy from starchy staples [CoHD_CoCA],Cost of a nutrient adequate diet [CoNA],Cost of an energy sufficient diet [CoCA],Cost of animal-source foods [CoHD_asf],Cost of animal-sourced foods relative to the starchy staples in a least-cost healthy diet [CoHD_asf_ss],Cost of fruits [CoHD_f],Cost of fruits relative to the starchy staples in a least-cost healthy diet [CoHD_f_ss],""Cost of legumes, nuts and seeds [CoHD_lns]"",""Cost of legumes, nuts and seeds relative to the starchy staples in a least-cost healthy diet [CoHD_lns_ss]"",Cost of oils and fats [CoHD_of],Cost of oils and fats relative to the starchy staples in a least-cost healthy diet [CoHD_of_ss],Cost of starchy staples [CoHD_ss],Cost of vegetables [CoHD_v],Cost of vegetables relative to the starchy staples in a least-cost healthy diet [CoHD_v_ss],Cost share for animal-sourced foods in a least-cost healthy diet [CoHD_asf_prop],Cost share for fruits in a least-cost healthy diet [CoHD_f_prop],""Cost share for legumes, nuts and seeds in a least-cost healthy diet [CoHD_lns_prop]"",Cost share for oils and fats in a least-cost healthy diet [CoHD_of_prop]"
Angola,AGO,Food Prices for Nutrition 1.0,FPN 1.0,2020,YR2020,..,4.58,..,..,..,..,4.534,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Angola,AGO,Food Prices for Nutrition 1.0,FPN 1.0,2021,YR2021,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Angola,AGO,Food Prices for Nutrition 1.1,FPN 1.1,2017,YR2017,0.972,3.863,0.726,2.885,0.315,1.253,4.327,3.08,3.231,1.403,1.011,1.21,0.717,0.85,0.395,0.47,0.166,0.2,0.839,1.199,1.43,0.234,0.166,0.091,0.038
Angola,AGO,Food Prices for Nutrition 1.1,FPN 1.1,2018,YR2018,..,3.833,..,..,..,..,4.293,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Angola,AGO,Food Prices for Nutrition 1.1,FPN 1.1,2019,YR2019,..,3.886,..,..,..,..,4.352,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Angola,AGO,Food Prices for Nutrition 1.1,FPN 1.1,2020,YR2020,..,4.048,..,..,..,..,4.534,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Angola,AGO,Food Prices for Nutrition 1.1,FPN 1.1,2021,YR2021,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Angola,AGO,Food Prices for Nutrition 2.0,FPN 2.0,2017,YR2017,0.972,3.863,0.726,2.885,0.315,1.253,4.327,3.08,3.231,1.403,1.011,1.21,0.717,0.85,0.395,0.47,0.166,0.2,0.839,1.199,1.43,0.234,0.166,0.091,0.038
Angola,AGO,Food Prices for Nutrition 2.0,FPN 2.0,2018,YR2018,..,3.833,..,..,..,..,4.293,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Angola,AGO,Food Prices for Nutrition 2.0,FPN 2.0,2019,YR2019,..,3.886,..,..,..,..,4.352,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
